Slekt	Art	PopulærnavnBokmål	PopulærnavnNynorsk
Rosa	myriacantha	trollnype	trollnype
Rosa	pimpinellifolia	trollnype	trollnype
Rosa	spinosissima	trollnype	trollnype
Circaea	alpina	trollurt	trollurt
Lonicera	sempervirens	trompetkaprifol	trompetkaprifol
Alchemilla	borealis	tromsmarikåpe	tromsmarikåpe
Papaver	nordhagenianum	tromsvalmue	tromsvalmue
Papaver	nordhagenianum	tromsvalmue	tromsvalmue
Papaver	radicatum	tromsvalmue	tromsvalmue
Papaver	radicatum	tromsvalmue	tromsvalmue
Papaver	radicatum	tromsvalmue	tromsvalmue
Heracleum	laciniatum	tromsøpalme	tromsøpalme
Heracleum	panaces	tromsøpalme	tromsøpalme
Heracleum	persicum	tromsøpalme	tromsøpalme
Heracleum	pubescens	tromsøpalme	tromsøpalme
Heracleum	tromsoensis	tromsøpalme	tromsøpalme
Poa	arctica	tromsørapp	tromsørapp
Poa	arctica	tromsørapp	tromsørapp
Euphrasia	hyperborea	tromsøyentrøst	tromsaugnetrøst
Populus	balsamifera	trønderpoppel	trønderpoppel
Sphagnum	troendelagicum	trøndertorvmose	trøndertorvmose
Dicranum	flexuosum	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	flexuosus	trøsåtemose	trøsåtemose
Campylopus	micans	trøsåtemose	trøsåtemose
Campylopus	paradoxus	trøsåtemose	trøsåtemose
Campylopus	zonatus	trøsåtemose	trøsåtemose
Grimmia	apocarpa	trådblomstermose	trådblomstermose
Grimmia	apocarpa	trådblomstermose	trådblomstermose
Grimmia	apocarpa	trådblomstermose	trådblomstermose
Grimmia	apocarpa	trådblomstermose	trådblomstermose
Schistidium	apocarpum	trådblomstermose	trådblomstermose
Schistidium	apocarpum	trådblomstermose	trådblomstermose
Schistidium	apocarpum	trådblomstermose	trådblomstermose
Grimmia	tenera	trådblomstermose	trådblomstermose
Schistidium	tenerum	trådblomstermose	trådblomstermose
Pilularia	globulifera	trådbregne	trådbregne
Calamistrum	globuliferum	trådbregne	trådbregne
Lophozia	minuta	tråddraugmose	tråddraugmose
Jungermannia	minuta	tråddraugmose	tråddraugmose
Jungermannia	minuta	tråddraugmose	tråddraugmose
Diplophyllum	minutum	tråddraugmose	tråddraugmose
Anastrophyllum	minutum	tråddraugmose	tråddraugmose
Anastrophyllum	minutum	tråddraugmose	tråddraugmose
Sphenolobus	minutus	tråddraugmose	tråddraugmose
Eremonotus	minutus	tråddraugmose	tråddraugmose
Jungermannia	rigida	tråddraugmose	tråddraugmose
Cephalozia	rigida	tråddraugmose	tråddraugmose
Jungermannia	saccatula	tråddraugmose	tråddraugmose
Stereodon	sauteri	trådflette	trådflette
Hypnum	sauteri	trådflette	trådflette
Drepanium	sauteri	trådflette	trådflette
Pseudoleskea	heteroptera	trådfloke	trådfloke
Heterocladium	heteropterum	trådfloke	trådfloke
Heterocladium	heteropterum	trådfloke	trådfloke
Heterocladium	heteropterum	trådfloke	trådfloke
Heterocladium	heteropterum	trådfloke	trådfloke
Heterocladium	heteropterum	trådfloke	trådfloke
Nardia	gracilis	trådhutremose	trådhutremose
Marsupella	gracilis	trådhutremose	trådhutremose
Marsupella	neglecta	trådhutremose	trådhutremose
Sarcoscyphus	neglectus	trådhutremose	trådhutremose
Sarcoscyphus	sprucei	trådhutremose	trådhutremose
Sarcoscyphus	sprucei	trådhutremose	trådhutremose
Nardia	sprucei	trådhutremose	trådhutremose
Marsupella	sprucei	trådhutremose	trådhutremose
Marsupella	sprucei	trådhutremose	trådhutremose
Nardia	ustulata	trådhutremose	trådhutremose
Marsupella	ustulata	trådhutremose	trådhutremose
Marsupella	ustulata	trådhutremose	trådhutremose
Marsupella	ustulata	trådhutremose	trådhutremose
Marsupella	ustulata	trådhutremose	trådhutremose
Sarcoscyphus	ustulatus	trådhutremose	trådhutremose
Sarcoscyphus	ustulatus	trådhutremose	trådhutremose
Zygodon	baumgartneri	trådkjølmose	trådkjølmose
Zygodon	rupestris	trådkjølmose	trådkjølmose
Zygodon	viridissimus	trådkjølmose	trådkjølmose
Zygodon	viridissimus	trådkjølmose	trådkjølmose
Zygodon	viridissimus	trådkjølmose	trådkjølmose
Zygodon	viridissimus	trådkjølmose	trådkjølmose
Zygodon	vulgaris	trådkjølmose	trådkjølmose
Encalypta	cucullata	trådklokkemose	trådklokkemose
Leersia	procera	trådklokkemose	trådklokkemose
Encalypta	procera	trådklokkemose	trådklokkemose
Leersia	selwynii	trådklokkemose	trådklokkemose
Encalypta	selwynii	trådklokkemose	trådklokkemose
Webera	annotina	trådknoppnikke	trådknoppnikke
Pohlia	annotina	trådknoppnikke	trådknoppnikke
Webera	proligera	trådknoppnikke	trådknoppnikke
Pohlia	proligera	trådknoppnikke	trådknoppnikke
Stereodon	serpens	trådkrypmose	trådkrypmose
Hypnum	serpens	trådkrypmose	trådkrypmose
Amblystegium	serpens	trådkrypmose	trådkrypmose
Amblystegium	serpens	trådkrypmose	trådkrypmose
Amblystegium	serpens	trådkrypmose	trådkrypmose
Amblystegium	serpens	trådkrypmose	trådkrypmose
Amblystegium	versirete	trådkrypmose	trådkrypmose
Hypnum	pallidirostre	trådmoldmose	trådmoldmose
Rhynchostegiella	pallidirostris	trådmoldmose	trådmoldmose
Rhynchostegiella	pumila	trådmoldmose	trådmoldmose
Oxyrrhynchium	pumilum	trådmoldmose	trådmoldmose
Hypnum	pumilum	trådmoldmose	trådmoldmose
Eurhynchium	pumilum	trådmoldmose	trådmoldmose
Microeurhynchium 	pumilum 	trådmoldmose	trådmoldmose
Poa	angustifolia	trådrapp	trådrapp
Poa	pratensis	trådrapp	trådrapp
Poa	pratensis	trådrapp	trådrapp
Saxifraga	flagellaris	trådsildre	trådsildre
Saxifraga	flagellaris	trådsildre	trådsildre
Saxifraga	platysepala	trådsildre	trådsildre
Juncus	filiformis	trådsiv	trådsiv
Bryum	capillare	trådskruevrangmose	trådskruevrangmose
Bryum	flaccidum	trådskruevrangmose	trådskruevrangmose
Bryum	laevifilum	trådskruevrangmose	trådskruevrangmose
Bryum	moravicum	trådskruevrangmose	trådskruevrangmose
Bryum	subelegans	trådskruevrangmose	trådskruevrangmose
Jungermannia	jenseniana	trådsleivmose	trådsleivmose
Jungermannia	pusilla	trådsleivmose	trådsleivmose
Haplozia	pusilla	trådsleivmose	trådsleivmose
Aplozia	pusilla	trådsleivmose	trådsleivmose
Solenostoma	pusillum	trådsleivmose	trådsleivmose
Carex	lasiocarpa	trådstarr	trådstorr
Stenactis	annua	trådstjerne	trådstjerne
Erigeron	annuus	trådstjerne	trådstjerne
Stuckenia	filiformis	trådtjernaks	trådtjørnaks
Potamogeton	filiformis	trådtjernaks	trådtjørnaks
Coleogeton	filiformis	trådtjernaks	trådtjørnaks
Cephalozia	compacta	tråkleglefsemose	tråkleglefsemose
Trigonanthus	connivens	tråkleglefsemose	tråkleglefsemose
Jungermannia	connivens	tråkleglefsemose	tråkleglefsemose
Cephalozia	connivens	tråkleglefsemose	tråkleglefsemose
Cephalozia	connivens	tråkleglefsemose	tråkleglefsemose
Cephalozia	connivens	tråkleglefsemose	tråkleglefsemose
Blepharostoma	connivens	tråkleglefsemose	tråkleglefsemose
Jungermannia	multiflora	tråkleglefsemose	tråkleglefsemose
Cephalozia	multiflora	tråkleglefsemose	tråkleglefsemose
Arenaria	bavarica	tuearve	tuvearve
Stellaria	biflora	tuearve	tuvearve
Minuartia	biflora	tuearve	tuvearve
Lidia	biflora	tuearve	tuvearve
Alsine	biflora	tuearve	tuvearve
Arenaria	sajanensis	tuearve	tuvearve
Arenaria	scandinavica	tuearve	tuvearve
Orthotrichum	pellucidum	tuebustehette	tuvebustehette
Potentilla	pulchella	tuemure	tuvemure
Poa	arctica	tuerapp	tuverapp
Poa	arctica	tuerapp	tuverapp
Poa	arctica	tuerapp	tuverapp
Poa	arctica	tuerapp	tuverapp
Poa	filipes	tuerapp	tuverapp
Saxifraga	caespitosa	tuesildre	tuvesildre
Saxifraga	cespitosa	tuesildre	tuvesildre
Carex	caespitosa	tuestarr	tuvestorr
Carex	cespitosa	tuestarr	tuvestorr
Mnium	hymenophyllum	tuetrollmose	tuetrollmose
Cyrtomnium	hymenophyllum	tuetrollmose	tuetrollmose
Cinclidium	hymenophyllum	tuetrollmose	tuetrollmose
Thuja	occidentalis	tuja	tuja
Matricaria	discoidea	tunbalderbrå	tunbalderbrå
Matricaria	matricarioides	tunbalderbrå	tunbalderbrå
Santolina	suaveolens	tunbalderbrå	tunbalderbrå
Matricaria	suaveolens	tunbalderbrå	tunbalderbrå
Lepidotheca	suaveolens	tunbalderbrå	tunbalderbrå
Chamomilla	suaveolens	tunbalderbrå	tunbalderbrå
Spergularia	campestris	tunbendel	tunbendel
Arenaria	campestris	tunbendel	tunbendel
Spergularia	rubra	tunbendel	tunbendel
Spergula	rubra	tunbendel	tunbendel
Arenaria	rubra	tunbendel	tunbendel
Arenaria	rubra	tunbendel	tunbendel
Alsine	rubra	tunbendel	tunbendel
Lepigonum	rubrum	tunbendel	tunbendel
Betula	nana	tundrabjørk	tundrabjørk
Betula	nana	tundrabjørk	tundrabjørk
Betula	tundrarum	tundrabjørk	tundrabjørk
Schistidium	holmenianum	tundrablomstermose	tundrablomstermose
Deschampsia	borealis	tundrabunke	tundrabunke
Deschampsia	caespitosa	tundrabunke	tundrabunke
Deschampsia	caespitosa	tundrabunke	tundrabunke
Aira	caespitosa	tundrabunke	tundrabunke
Deschampsia	cespitosa	tundrabunke	tundrabunke
Deschampsia	cespitosa	tundrabunke	tundrabunke
Aira	cespitosa	tundrabunke	tundrabunke
Deschampsia	paramushirensis	tundrabunke	tundrabunke
Deschampsia	pumila	tundrabunke	tundrabunke
Deschampsia	sukatschewii	tundrabunke	tundrabunke
Deschampsia	sukatschewii	tundrabunke	tundrabunke
Dupontia	fisheri	tundragras	tundragras
Racomitrium	panschii	tundragråmose	tundragråmose
Grimmia	panschii	tundragråmose	tundragråmose
Campylium	arcticum	tundraklo	tundraklo
Drepanocladus	arcticus	tundraklo	tundraklo
Oncophorus	glaucescens	tundramyggmose	tundramyggmose
Cynodontium	glaucescens	tundramyggmose	tundramyggmose
Cnestrum	glaucescens	tundramyggmose	tundramyggmose
Cephaloziella	uncinata	tundrapistremose	tundrapistremose
Draba	adamsii	tundrarublom	tundrarublom
Draba	alpina	tundrarublom	tundrarublom
Draba	pauciflora	tundrarublom	tundrarublom
Draba	pauciflora	tundrarublom	tundrarublom
Juncus	albescens	tundrasiv	tundrasiv
Juncus	triglumis	tundrasiv	tundrasiv
Juncus	triglumis	tundrasiv	tundrasiv
Timmia	sibirica	tundrasliremose	tundrasliremose
Ranunculus	hyperboreus	tundrasoleie	tundrasoleie
Ranunculus	hyperboreus	tundrasoleie	tundrasoleie
Ranunculus	hyperboreus	tundrasoleie	tundrasoleie
Ranunculus	samojedorum	tundrasoleie	tundrasoleie
Ranunculus	samojedorus	tundrasoleie	tundrasoleie
Carex	aquatilis	tundrastarr	tundrastorr
Carex	aquatilis	tundrastarr	tundrastorr
Carex	concolor	tundrastarr	tundrastorr
Carex	rigida	tundrastarr	tundrastorr
Carex	stans	tundrastarr	tundrastorr
Trichostomum	arcticum	tundrasvamose	tundrasvamose
Trichostomum	cuspidatissimum	tundrasvamose	tundrasvamose
Anoectangium	tenuinerve	tundratettmose	tundratettmose
Molendoa	tenuinervis	tundratettmose	tundratettmose
Sphagnum	tundrae	tundratorvmose	tundratorvmose
Scapania	berggrenii	tundratvebladmose	tundratvebladmose
Scapania	tundrae	tundratvebladmose	tundratvebladmose
Martinellia	tundrae	tundratvebladmose	tundratvebladmose
Salix	arctica	tundravier	tundravier
Cerastium	arcticum	tundraarve	tundraarve
Cerastium	arcticum	tundraarve	tundraarve
Cerastium	arcticum	tundraarve	tundraarve
Cerastium	arcticum	tundraarve	tundraarve
Cerastium	arcticum	tundraarve	tundraarve
Cerastium	hyperboreum	tundraarve	tundraarve
Cerastium	nigrescens	tundraarve	tundraarve
Cerastium	nigrescens	tundraarve	tundraarve
Cerastium	nigrescens	tundraarve	tundraarve
Schistidium	agassizii	tungeblomstermose	tungeblomstermose
Grimmia	agassizii	tungeblomstermose	tungeblomstermose
Schistidium	alpicola	tungeblomstermose	tungeblomstermose
Grimmia	alpicola	tungeblomstermose	tungeblomstermose
Grimmia	alpicola	tungeblomstermose	tungeblomstermose
Grimmia	angusta	tungeblomstermose	tungeblomstermose
Schistidium	angustum	tungeblomstermose	tungeblomstermose
Grimmia	apocarpa	tungeblomstermose	tungeblomstermose
Grimmia	apocarpa	tungeblomstermose	tungeblomstermose
Schistidium	apocarpum	tungeblomstermose	tungeblomstermose
Schistidium	lineare	tungeblomstermose	tungeblomstermose
Barbula	brevifolia	tungekurlemose	tungekurlemose
Didymodon	ceratodonteus	tungekurlemose	tungekurlemose
Dactylhymenium	pringlei	tungekurlemose	tungekurlemose
Tortula	stenophylla	tungekurlemose	tungekurlemose
Trichostomum	stenophyllum	tungekurlemose	tungekurlemose
Barbula	tophacea	tungekurlemose	tungekurlemose
Barbula	tophacea	tungekurlemose	tungekurlemose
Trichostomum	tophaceum	tungekurlemose	tungekurlemose
Didymodon	tophaceus	tungekurlemose	tungekurlemose
Didymodon	tophaceus	tungekurlemose	tungekurlemose
Tortula	vinealis	tungekurlemose	tungekurlemose
Bryobrittonia	longipes	tungemose	tungemose
Bryobrittonia	pellucida	tungemose	tungemose
Scapania	buchii	tungetvebladmose	tungetvebladmose
Scapania	lingulata	tungetvebladmose	tungetvebladmose
Scapania	lingulata	tungetvebladmose	tungetvebladmose
Martinellia	lingulata	tungetvebladmose	tungetvebladmose
Scapania	microphylla	tungetvebladmose	tungetvebladmose
Mnium	cyclophyllum	tungevrangmose	tungevrangmose
Bryum	cyclophyllum	tungevrangmose	tungevrangmose
Bryum	tortifolium	tungevrangmose	tungevrangmose
Polygonum	aviculare	tungras	tungras
Ballota	nigra	tunhunderot	tunhunderot
Poa	annua	tunrapp	tunrapp
Puccinellia	distans	tunsaltgras	tunsaltgras
Puccinellia	distans	tunsaltgras	tunsaltgras
Poa	distans	tunsaltgras	tunsaltgras
Phippsia	distans	tunsaltgras	tunsaltgras
Glyceria	distans	tunsaltgras	tunsaltgras
Atropis	distans	tunsaltgras	tunsaltgras
Puccinellia	gracilis	tunsaltgras	tunsaltgras
Atropis	maritima	tunsaltgras	tunsaltgras
Sagina	procumbens	tunsmåarve	tunsmåarve
Alsine	procumbens	tunsmåarve	tunsmåarve
Tulipa	turcestanica	turkestantulipan	turkestantulipan
Tulipa	turkestanica	turkestantulipan	turkestantulipan
Brassica	rapa	turnips	turnips
Brassica	rapa	turnips	turnips
Lactuca	alpina	turt	turt
Cicerbita	alpina	turt	turt
Mulgedium	alpinum	turt	turt
Sonchus	alpinus	turt	turt
Myriophyllum	alterniflorum	tusenblad	tusenblad
Bellis	perennis	tusenfryd	tusenfryd
Polycarpon	tetraphyllum	tusenfrø	tusenfrø
Centaurium	erythraea	tusengylden	tusengylden
Erythraea	linarifolia	tusengylden	tusengylden
Centaurium	litorale	tusengylden	tusengylden
Erythraea	litoralis	tusengylden	tusengylden
Centaurium	littorale	tusengylden	tusengylden
Erythraea	littoralis	tusengylden	tusengylden
Centaurium	vulgare	tusengylden	tusengylden
Erythraea	vulgaris	tusengylden	tusengylden
Telekia	speciosa	tusenstråle	tusenstråle
Buphthalmum	speciosum	tusenstråle	tusenstråle
Haplomitrium	cordae	tussemose	tussemose
Scalius	hookeri	tussemose	tussemose
Jungermannia	hookeri	tussemose	tussemose
Haplomitrium	hookeri	tussemose	tussemose
Gymnomitrion	hookeri	tussemose	tussemose
Marchantia	polymorpha	tvaremose	vasstvare
Sphagnum	acutifolium	tvaretorvmose	tvaretorvmose
Sphagnum	acutifolium	tvaretorvmose	tvaretorvmose
Sphagnum	acutifolium	tvaretorvmose	tvaretorvmose
Sphagnum	acutifolium	tvaretorvmose	tvaretorvmose
Sphagnum	acutifolium	tvaretorvmose	tvaretorvmose
Sphagnum	robustum	tvaretorvmose	tvaretorvmose
Sphagnum	robustum	tvaretorvmose	tvaretorvmose
Sphagnum	robustum	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Sphagnum	russowii	tvaretorvmose	tvaretorvmose
Veronica	chamaedrys	tveskjeggveronika	tviskjeggveronika
Percursaria	percursa	tvetråd	tvitråd
Paspalum	dilatatum	tvillinghirse	tvillinghirse
Juncus	biglumis	tvillingsiv	tvillingsiv
Scapania	subaequiloba	tvillingtvebladmose	tvillingtvebladmose
Scapania	subaequiloba	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subalpina	tvillingtvebladmose	tvillingtvebladmose
Martinellia	subalpina	tvillingtvebladmose	tvillingtvebladmose
Martinellia	subalpina	tvillingtvebladmose	tvillingtvebladmose
Martinellia	subalpina	tvillingtvebladmose	tvillingtvebladmose
Jungermannia	subalpina	tvillingtvebladmose	tvillingtvebladmose
Scapania	subrotundifolia	tvillingtvebladmose	tvillingtvebladmose
Plagiospora	gracilis	tynn sleipflekk	tynn sleipflekk
Cruoriopsis	gracilis	tynn sleipflekk	tynn sleipflekk
Aconitum	excelsum	tyrihjelm	tyrihjelm
Aconitum	lycoctonum	tyrihjelm	tyrihjelm
Aconitum	septentrionale	tyrihjelm	tyrihjelm
Scilla	bifolia	tyrkerblåstjerne	tyrkarblåstjerne
Dracocephalum	moldavica	tyrkerdragehode	tyrkardrakehovud
Dracocephalum	moldavicum	tyrkerdragehode	tyrkardrakehovud
Cyanus	cyanoides	tyrkerkornblom	tyrkarkornblom
Centaurea	cyanoides	tyrkerkornblom	tyrkarkornblom
Galanthus	elwesii	tyrkisk snøklokke	tyrkisk snøklokke
Daphne	mezereum	tysbast	tysbast
Sorbus	×thuringiaca	tysk asal	tysk asal
Sorbus	thuringiaca	tysk asal	tysk asal
Sorbus	x thuringiaca	tysk asal	tysk asal
Sorbus	xthuringiaca	tysk asal	tysk asal
Clematis	crenata	tysk klematis	tysk klematis
Clematis	vitalba	tysk klematis	tysk klematis
Potentilla	goldbachii	tysk mure	tysk mure
Potentilla	parviflora	tysk mure	tysk mure
Potentilla	parviflora	tysk mure	tysk mure
Potentilla	thuringiaca	tysk mure	tysk mure
Potentilla	thuringiaca	tysk mure	tysk mure
Potentilla	thuringiaca	tysk mure	tysk mure
Vaccinium	vitis-idaea	tyttebær	tyttebær
Rhodococcum	vitis-idaea	tyttebær	tyttebær
Cotoneaster	hjelmqvistii	tyttebærmispel	tyttebærmispel
Orthotrichum	leiocarpum	tønnebustehette	tønnebustehette
Orthotrichum	leiocarpum	tønnebustehette	tønnebustehette
Orthotrichum	shawii	tønnebustehette	tønnebustehette
Orthotrichum	speciosum	tønnebustehette	tønnebustehette
Orthotrichum	striatum	tønnebustehette	tønnebustehette
Orthotrichum	striatum	tønnebustehette	tønnebustehette
Dorcadion	striatum	tønnebustehette	tønnebustehette
Liochlaena	lanceolata	tønnesleivmose	tønnesleivmose
Jungermannia	lanceolata	tønnesleivmose	tønnesleivmose
Haplozia	lanceolata	tønnesleivmose	tønnesleivmose
Aplozia	lanceolata	tønnesleivmose	tønnesleivmose
Solenostoma	lanceolatum	tønnesleivmose	tønnesleivmose
Jungermannia	leiantha	tønnesleivmose	tønnesleivmose
Salix	babylonica	tårepil	tårepil
Verbena	hastata	tårnjernurt	tårnjernurt
Descurainia	incana	tårnsennep	tårnsennep
Sisymbrium	incanum	tårnsennep	tårnsennep
Sisymbrium	richardsonii	tårnsennep	tårnsennep
Descurainia	richardsonii	tårnsennep	tårnsennep
Triodanis	perfoliata	tårnspeil	tårnspegel
Specularia	perfoliata	tårnspeil	tårnspegel
Legousia	perfoliata	tårnspeil	tårnspegel
Turritis	glabra	tårnurt	tårnurt
Arabis	glabra	tårnurt	tårnurt
Arabis	perfoliata	tårnurt	tårnurt
Schistidium	apocarpum	ufsblomstermose	ufsblomstermose
Grimmia	flaccida	ufsblomstermose	ufsblomstermose
Schistidium	flaccidum	ufsblomstermose	ufsblomstermose
Anictangium	flaccidum	ufsblomstermose	ufsblomstermose
Grimmia	hoffmannii	ufsblomstermose	ufsblomstermose
Schistidium	pulvinatum	ufsblomstermose	ufsblomstermose
Anictangium	pulvinatum	ufsblomstermose	ufsblomstermose
Grimmia	sphaerica	ufsblomstermose	ufsblomstermose
Schistidium	sphaericum	ufsblomstermose	ufsblomstermose
Grimmia	subflaccida	ufsblomstermose	ufsblomstermose
Grimmia	azorica	ufsknausing	ufsknausing
Grimmia	californica	ufsknausing	ufsknausing
Grimmia	consobrina	ufsknausing	ufsknausing
Grimmia	densa	ufsknausing	ufsknausing
Grimmia	depilata	ufsknausing	ufsknausing
Dryptodon	lisae	ufsknausing	ufsknausing
Grimmia	robusta	ufsknausing	ufsknausing
Grimmia	sardoa	ufsknausing	ufsknausing
Grimmia	stirtonii	ufsknausing	ufsknausing
Grimmia	subsquarrosa	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Grimmia	trichophylla	ufsknausing	ufsknausing
Dryptodon	trichophyllus	ufsknausing	ufsknausing
Inula	conyza	ugrasalant	ugrasalant
Inula	conyzae	ugrasalant	ugrasalant
Cerastium	caespitosum	ugrasarve	ugrasarve
Cerastium	cespitosum	ugrasarve	ugrasarve
Cerastium	fontanum	ugrasarve	ugrasarve
Cerastium	fontanum	ugrasarve	ugrasarve
Cerastium	fontanum	ugrasarve	ugrasarve
Cerastium	holosteoides	ugrasarve	ugrasarve
Cerastium	triviale	ugrasarve	ugrasarve
Cerastium	vulgare	ugrasarve	ugrasarve
Cerastium	vulgatum	ugrasarve	ugrasarve
Spergula	arvensis	ugrasbendel	ugrasbendel
Spergula	arvensis	ugrasbendel	ugrasbendel
Mercurialis	annua	ugrasbingel	ugrasbingel
Polygonum	tataricum	ugrasbokhvete	ugrasbokkveite
Fagopyrum	tataricum	ugrasbokhvete	ugrasbokkveite
Plantago	major	ugrasgroblad	ugrasgroblad
Plantago	major	ugrasgroblad	ugrasgroblad
Plantago	major	ugrasgroblad	ugrasgroblad
Amsinckia	intermedia	ugrasgullurt	ugrasgullurt
Amsinckia	menziesii	ugrasgullurt	ugrasgullurt
Sida	spinosa	ugrashamp	ugrashamp
Heliotropium	europaeum	ugrasheliotrop	ugrasheliotrop
Campanula	rapunculoides	ugrasklokke	ugrasklokke
Cotula	australis	ugrasknapp	ugrasknapp
Scleranthus	annuus	ugrasknavel	ugrasknavel
Bassia	scoparia	ugraskostmelde	ugraskostmelde
Agropyron	leersianum	ugraskveke	ugraskveke
Elytrigia	repens	ugraskveke	ugraskveke
Elytrigia	repens	ugraskveke	ugraskveke
Elymus	repens	ugraskveke	ugraskveke
Taraxacum	officinale agg.	ugrasløvetenner	ugrasløvetenner
Epilobium	adenocaulon	ugrasmjølke	ugrasmjølke
Epilobium	adenocaulon	ugrasmjølke	ugrasmjølke
Epilobium	adenocaulon	ugrasmjølke	ugrasmjølke
Epilobium	americanum	ugrasmjølke	ugrasmjølke
Epilobium	bergianum	ugrasmjølke	ugrasmjølke
Epilobium	ciliatum	ugrasmjølke	ugrasmjølke
Epilobium	ciliatum	ugrasmjølke	ugrasmjølke
Epilobium	ciliatum	ugrasmjølke	ugrasmjølke
Epilobium	glandulosum	ugrasmjølke	ugrasmjølke
Epilobium	pseudorubescens	ugrasmjølke	ugrasmjølke
Epilobium	rubescens	ugrasmjølke	ugrasmjølke
Epilobium	saximontanum	ugrasmjølke	ugrasmjølke
Epilobium	watsonii	ugrasmjølke	ugrasmjølke
Epilobium	watsonii	ugrasmjølke	ugrasmjølke
Potentilla	norvegica	ugrasmure	ugrasmure
Androsace	elongata	ugrasnøkkel	ugrasnøkkel
Aethusa	cynapium	ugraspersille	ugraspersille
Aethusa	cynapium	ugraspersille	ugraspersille
Aethusa	cynapium	ugraspersille	ugraspersille
Portulaca	oleracea	ugrasportulakk	ugrasportulakk
Marchantia	latifolia	ugrastvare	ugrastvare
Marchantia	polymorpha	ugrastvare	ugrastvare
Calceolaria	scabiosaefolia	ugrastøffel	ugrastøffel
Calceolaria	scabiosifolia	ugrastøffel	ugrastøffel
Ceratodon	antarcticus	ugrasvegmose	ugrasvegmose
Ceratodon	arcticus	ugrasvegmose	ugrasvegmose
Ceratodon	columbiae	ugrasvegmose	ugrasvegmose
Trichostomum	conicum	ugrasvegmose	ugrasvegmose
Ceratodon	convolutus	ugrasvegmose	ugrasvegmose
Ceratodon	corsicus	ugrasvegmose	ugrasvegmose
Ceratodon	grossiretis	ugrasvegmose	ugrasvegmose
Dicranum	palustre	ugrasvegmose	ugrasvegmose
Trichostomum	purpureum	ugrasvegmose	ugrasvegmose
Dicranum	purpureum	ugrasvegmose	ugrasvegmose
Dicranum	purpureum	ugrasvegmose	ugrasvegmose
Bryum	purpureum	ugrasvegmose	ugrasvegmose
Didymodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	purpureus	ugrasvegmose	ugrasvegmose
Ceratodon	stenocarpus	ugrasvegmose	ugrasvegmose
Ceratodon	vulcanicus	ugrasvegmose	ugrasvegmose
Oxybasis	glauca	ugressblåmelde	ugrasblåmelde
Chenopodium	glaucum	ugressblåmelde	ugrasblåmelde
Cerastium	alpinum	ullarve	ullarve
Cerastium	alpinum	ullarve	ullarve
Cerastium	lanatum	ullarve	ullarve
Erigeron	eriocephalum	ullbakkestjerne	ullbakkestjerne
Erigeron	eriocephalus	ullbakkestjerne	ullbakkestjerne
Erigeron	uniflorum	ullbakkestjerne	ullbakkestjerne
Lappa	tomentosa	ullborre	ullborre
Arctium	tomentosum	ullborre	ullborre
Dysphania	multifida	ullmelde	ullmelde
Chenopodium	multifidum	ullmelde	ullmelde
Trichocolea	tomentella	ullmose	ullmose
Jungermannia	tomentella	ullmose	ullmose
Mentha	×rotundifolia	ullmynte	ullmynte
Mentha	rotundifolia	ullmynte	ullmynte
Mentha	rotundifolia	ullmynte	ullmynte
Mentha	x rotundifolia	ullmynte	ullmynte
Mentha	xrotundifolia	ullmynte	ullmynte
